
[SpecTaroscoPy — PES image]
Author	R Nakazawa
Contact	nakazawa@ims.ac.jp
Version	6.5.3
--- Info ---
User	
Load File Path	/Users/ryotaro/Documents/実験データ/SpecTaroscoPy/SpecTaroscoPy/examples/DA30/Si0006.txt
Save File Path	/Users/ryotaro/Documents/実験データ/SpecTaroscoPy/SpecTaroscoPy/examples/DA30/STPy_6_5_3_PESImage/Si0006_EDCs_Ek_Offset.txt
Total Actual Scans	10
X Label	Kinetic Energy (eV)
Y Label	$k_{\parallel} \ \mathrm{(\AA^{-1})}$
Z Label	Intensity (cps)
X Min	12.0
X Max	17.0
X Step	0.01
Ek Offset	0.0
Y Min	-0.730764
Y Max	0.498633
Y Step	0.001774
Ang or Posi Offset	-3.0
MCP Function Path	None
--- Axis Conversion ---
Photon Energy	None
Applied Voltage	0.0
kinetic Energy at Fermi Level	17.0
Secondary Electron Cutoff	None
--- EDCs Stacking ---
Y Slice Center	0.48269 0.4525755 0.4224605 0.3923455 0.3622305 0.3321155 0.302001 0.271886 0.241771 0.211656 0.181541 0.151426 0.121311 0.0911965 0.0610815 0.0309665 0.0008515 -0.0292635 -0.059378 -0.089493 -0.119608 -0.149723 -0.179838 -0.209953 -0.240068 -0.2701825 -0.3002975 -0.3304125 -0.3605275 -0.3906425 -0.420757 -0.450872 -0.480987 -0.511102 -0.541217 -0.571332 -0.601447 -0.6315615 -0.6616765 -0.6917915
Z Offset EDCs	0.0 -300.0 -600.0 -900.0 -1200.0 -1500.0 -1800.0 -2100.0 -2400.0 -2700.0 -3000.0 -3300.0 -3600.0 -3900.0 -4200.0 -4500.0 -4800.0 -5100.0 -5400.0 -5700.0 -6000.0 -6300.0 -6600.0 -6900.0 -7200.0 -7500.0 -7800.0 -8100.0 -8400.0 -8700.0 -9000.0 -9300.0 -9600.0 -9900.0 -10200.0 -10500.0 -10800.0 -11100.0 -11400.0 -11700.0
 
DATA:
Ek_Si0006_EDCs	Si0006_EDCs_0.483_Offseted	Si0006_EDCs_0.453_Offseted	Si0006_EDCs_0.422_Offseted	Si0006_EDCs_0.392_Offseted	Si0006_EDCs_0.362_Offseted	Si0006_EDCs_0.332_Offseted	Si0006_EDCs_0.302_Offseted	Si0006_EDCs_0.272_Offseted	Si0006_EDCs_0.242_Offseted	Si0006_EDCs_0.212_Offseted	Si0006_EDCs_0.182_Offseted	Si0006_EDCs_0.151_Offseted	Si0006_EDCs_0.121_Offseted	Si0006_EDCs_0.091_Offseted	Si0006_EDCs_0.061_Offseted	Si0006_EDCs_0.031_Offseted	Si0006_EDCs_0.001_Offseted	Si0006_EDCs_-0.029_Offseted	Si0006_EDCs_-0.059_Offseted	Si0006_EDCs_-0.089_Offseted	Si0006_EDCs_-0.12_Offseted	Si0006_EDCs_-0.15_Offseted	Si0006_EDCs_-0.18_Offseted	Si0006_EDCs_-0.21_Offseted	Si0006_EDCs_-0.24_Offseted	Si0006_EDCs_-0.27_Offseted	Si0006_EDCs_-0.3_Offseted	Si0006_EDCs_-0.33_Offseted	Si0006_EDCs_-0.361_Offseted	Si0006_EDCs_-0.391_Offseted	Si0006_EDCs_-0.421_Offseted	Si0006_EDCs_-0.451_Offseted	Si0006_EDCs_-0.481_Offseted	Si0006_EDCs_-0.511_Offseted	Si0006_EDCs_-0.541_Offseted	Si0006_EDCs_-0.571_Offseted	Si0006_EDCs_-0.601_Offseted	Si0006_EDCs_-0.632_Offseted	Si0006_EDCs_-0.662_Offseted	Si0006_EDCs_-0.692_Offseted
16.66	29.55826651118647	-258.9221869326873	-556.077774170338	-855.6516908376514	-1161.076738954529	-1455.8335898113035	-1759.085921094279	-2057.1832356964987	-2356.949270190719	-2663.0188611800554	-2975.6637225134173	-3256.7956706979458	-3564.28426743554	-3869.968842323856	-4168.391703494902	-4473.064196149756	-4780.433427088568	-5056.15603738995	-5362.103979748578	-5661.0509257396825	-5958.784506493072	-6270.11621338386	-6563.536635568784	-6863.47537620456	-7152.775906191082	-7441.684576925329	-7752.141548756562	-8041.307292257977	-8317.260929154727	-8632.034482344614	-8912.136465465741	-9198.23846486626	-9490.696847308716	-9796.6288548043	-10116.663647810083	-10426.891320350605	-10733.77770039062	-11051.64614734378	-11373.327045079532	-11699.807698999188
16.67	31.673828950424035	-268.5992290266601	-556.9462288770043	-847.4873997061775	-1160.4757596414802	-1469.6657796284132	-1762.8350456756098	-2064.549940907281	-2367.089956040221	-2673.123578607301	-2976.036819768249	-3273.9767949604175	-3566.488633519374	-3868.842926943972	-4171.158576891437	-4461.583694885826	-4764.186112966669	-5063.980606319142	-5360.738774565718	-5675.23342027119	-5961.745077355763	-6271.94741440492	-6564.673349258476	-6866.746246835183	-7160.797073868845	-7447.949734535821	-7751.206710667683	-8030.811971016491	-8310.080408586657	-8616.719154483506	-8904.946521529388	-9222.791857729233	-9511.479004713212	-9798.264207545253	-10126.736764297662	-10433.208870146325	-10752.830084805995	-11058.624247009808	-11377.30046420403	-11699.747640493268
16.68	42.60630037099598	-267.7693609776242	-557.589925877985	-860.9550359849146	-1159.3925785216227	-1462.9016811584938	-1756.0973142306102	-2066.1546326502266	-2367.307292133321	-2673.640360539644	-2971.334639500166	-3273.854848123353	-3577.0914205056947	-3874.2926835843564	-4160.974311254533	-4461.241956188629	-4775.817434094069	-5065.231129255408	-5374.117778137236	-5671.0292038084	-5966.2986847913635	-6266.875905755571	-6556.48235320253	-6849.440632101701	-7172.332222318682	-7449.744303813026	-7757.990277086555	-8052.05368369561	-8336.83387432721	-8615.241920476412	-8894.948748787456	-9204.283738429465	-9510.223023679546	-9838.575250796854	-10116.809898506224	-10426.02076178095	-10740.187178072842	-11045.398980376533	-11376.09573461378	-11696.821887366905
16.69	27.209399490299088	-258.6775133181631	-551.7006313252748	-866.926719853873	-1166.3380442114305	-1459.0585147712131	-1772.5883713656137	-2072.735107780738	-2371.124758231797	-2661.068987332826	-2972.727692889655	-3267.950032914222	-3567.8396651833405	-3871.707844083336	-4171.774387747988	-4460.343486624636	-4779.642092109149	-5073.492723126145	-5364.658139039817	-5680.44623083581	-5969.334148017441	-6275.403534923973	-6573.060029187911	-6861.177822085129	-7163.165671684868	-7460.851575375198	-7763.752707844612	-8044.990333980633	-8326.532652601394	-8616.915921479453	-8916.641940895026	-9236.060406230157	-9516.268090514812	-9841.16917588194	-10138.654683589573	-10438.79184215809	-10746.23119038893	-11067.78660005405	-11381.403974313993	-11696.751448459934
16.7	29.329366235894145	-266.27195045089445	-558.525810047211	-865.4529125347378	-1155.8368056691597	-1453.591088386957	-1771.76840726511	-2068.927398981098	-2374.0848218029187	-2673.6970403478545	-2974.8669312505144	-3274.8630320133293	-3567.772322274072	-3863.7444893790243	-4170.58717546462	-4467.874009675159	-4761.129950138468	-5065.94324740289	-5360.403693149107	-5670.0172120845145	-5976.304554274432	-6271.627191299694	-6568.358068620813	-6871.597841421842	-7171.582098858015	-7465.639473994745	-7752.767968182559	-8042.447942122387	-8331.30311990875	-8634.993530597652	-8914.737414552157	-9219.003184212806	-9516.026937004914	-9829.53130300788	-10121.919748005159	-10438.792547217612	-10751.278475777452	-11062.132218852312	-11385.073582127978	-11698.319961519079
16.71	27.00864843059698	-275.02415027702216	-564.3774628774622	-863.4581927892225	-1171.1144145492797	-1472.562031213238	-1779.5724270410833	-2056.9607820424962	-2370.4040779511724	-2677.3429680507425	-2985.5947377579405	-3278.4596240976744	-3577.29449246527	-3868.0610440573196	-4172.189016688929	-4464.062436130212	-4771.287352062249	-5084.7569152219285	-5374.5583121764585	-5680.74247985331	-5967.26065455819	-6268.843182665136	-6575.844866713818	-6863.011391915347	-7167.828885804342	-7461.984111179265	-7759.77973268627	-8029.125243535841	-8333.079825821775	-8630.229409494428	-8920.960143047218	-9219.00577411261	-9504.557757484461	-9851.310476502586	-10132.27246053167	-10449.728317981184	-10753.179692780506	-11069.096948963379	-11367.222444592939	-11697.011059625005
16.72	24.39237603069198	-268.5829922756721	-565.5879912384055	-871.1775311546676	-1160.2734159633455	-1467.8310264672332	-1777.24278973065	-2069.9241875962643	-2379.292593503843	-2683.5647104112604	-2982.719459571579	-3282.028553507808	-3577.1001777121487	-3875.0166131783385	-4179.4972121681	-4477.599021906007	-4770.702222647765	-5075.822805393741	-5373.226003831286	-5674.934829656609	-5982.6490541248595	-6271.31711659636	-6573.8973424232945	-6868.405022955832	-7174.453018225029	-7470.095824050675	-7751.629910113064	-8061.926557099511	-8357.525463971888	-8645.604916050077	-8920.749717363344	-9223.93559899232	-9532.157778931583	-9843.031876195342	-10144.77105967154	-10469.139610099908	-10761.020048826082	-11072.517767990039	-11383.191300032144	-11700.0
16.73	26.591632530046926	-265.70070203826975	-561.7653824442887	-868.5671982002849	-1170.656479299981	-1465.7842633427567	-1785.2239989098666	-2071.7083477501133	-2385.8548985354178	-2672.9063237346645	-2985.052205197343	-3273.5376398150393	-3580.1407825545703	-3869.720455408061	-4174.753874287629	-4478.797390073758	-4770.098502764206	-5087.622206099453	-5381.247463053735	-5676.823774992566	-5978.301249966515	-6272.109530398658	-6567.687715921112	-6866.163533186117	-7175.549300453594	-7477.171061278677	-7774.369575317619	-8063.548492192587	-8336.895141793571	-8638.69669761342	-8944.909615007542	-9215.66714195092	-9534.29063287562	-9864.292470700275	-10143.619997316542	-10441.026489147851	-10764.448712136043	-11057.150366913385	-11382.108744598178	-11698.727122649414
16.74	17.199843769894457	-283.19602728597573	-580.3717984112234	-870.542596360246	-1175.0955096215503	-1465.3904115072132	-1771.367860118555	-2083.1335509903274	-2385.9877397518003	-2681.329400887096	-2982.4568344229883	-3277.8386218815012	-3582.68643081451	-3876.0848090245668	-4181.398226388233	-4477.247509049032	-4778.846322974299	-5081.039069996299	-5384.27314667504	-5678.610337498802	-5974.30510849857	-6279.021534624744	-6578.655757867741	-6875.599912294714	-7174.576278063766	-7457.9684971534725	-7758.259701995529	-8061.717694604744	-8353.73979684332	-8659.657971875758	-8952.583531241338	-9237.4802541164	-9542.588358491654	-9834.742180514359	-10157.397064544824	-10463.076060784615	-10761.529766760681	-11076.36219054378	-11383.035120924593	-11697.85468315386
16.75	23.59821606126823	-283.8239092328107	-579.853379446077	-877.1018383304162	-1180.313986302393	-1475.5300407059756	-1777.7948995059353	-2081.351106848164	-2381.727728944827	-2679.799771336876	-2978.6217664797155	-3284.9044518651835	-3581.390215955775	-3883.5647687251217	-4178.477947556366	-4481.509011841222	-4780.179486374502	-5082.323223200964	-5377.637686625994	-5684.756986671826	-5982.9610887764475	-6279.347984742893	-6579.301303061251	-6876.687625793645	-7171.198283798347	-7471.31192574371	-7766.912786048409	-8053.822363651482	-8356.39622638498	-8642.92736336274	-8935.581662548815	-9241.581750972358	-9550.888603301873	-9875.759487438783	-10166.643400179948	-10466.49505627265	-10758.894209133397	-11069.371237239424	-11389.614354532881	-11699.492336506655
16.76	14.56978434280661	-278.63558777590293	-582.6197018438718	-871.013727269283	-1182.8309845193623	-1482.6179465780388	-1791.7327948867323	-2088.3149002515343	-2381.797550325961	-2680.6478445609523	-2987.0877745962684	-3282.46343240565	-3583.5873136137507	-3880.5435714698965	-4181.863382093289	-4479.164511140278	-4784.023219620842	-5082.466599488665	-5383.912653120193	-5677.681176195132	-5977.559373957432	-6280.084541810968	-6579.902944693985	-6878.008615788343	-7177.006911021631	-7468.572503662407	-7766.752264956044	-8070.948315370343	-8366.568752524485	-8653.868287028003	-8943.182155939263	-9247.81441785104	-9563.633492412884	-9870.561607078462	-10168.689051278	-10464.9484625576	-10769.024929530948	-11087.396823721134	-11385.72997458854	-11699.229420716038
16.77	24.213774748280812	-275.1286080766676	-586.5301554266446	-883.5472020091239	-1185.1527021144232	-1476.0986383542418	-1787.4088122338208	-2088.24791301412	-2377.830821924359	-2679.220068768979	-2988.8513712278786	-3282.208367428145	-3587.676003724102	-3887.395881038675	-4181.563708824092	-4481.2262405637275	-4786.823512354947	-5084.134650110108	-5385.561259171859	-5685.855397017855	-5988.364810574928	-6280.4154996020125	-6584.597400521631	-6882.0531228121245	-7178.7852253371075	-7483.014356232175	-7781.09323023626	-8070.421021410438	-8368.918647008071	-8669.34267936815	-8957.792463750433	-9263.895044771638	-9568.519152889654	-9872.587415736212	-10174.347380283387	-10471.405833663192	-10779.290815425076	-11079.763976501958	-11393.208363867881	-11698.28095431547
16.78	12.722840961562914	-283.5423840987553	-589.4466723580896	-886.9365570290271	-1181.071380410011	-1481.0191578009644	-1789.1507861829864	-2086.925941361063	-2389.1927873028803	-2693.6497485024397	-2988.2386073083517	-3286.978489273015	-3582.486137477587	-3886.4293720578207	-4194.4331270026005	-4488.710274116046	-4788.106063231323	-5082.520691708967	-5383.999589889735	-5682.3864959659795	-5987.459117879757	-6283.414485019719	-6585.201153389619	-6889.43280260793	-7182.688291817821	-7478.046587159266	-7774.483188090754	-8078.255627283909	-8359.440922710954	-8663.378901266624	-8957.893021194945	-9256.7879005985	-9568.684594451322	-9877.501167446238	-10171.594852479888	-10474.138425821104	-10780.34619508891	-11085.440517010851	-11391.149446922931	-11698.711380318371
16.79	11.487087850023869	-289.1150639471461	-587.0276376869746	-881.1556658084073	-1171.3978037273348	-1489.7846918800433	-1796.2425143795842	-2085.309640887731	-2386.1829634714354	-2683.7906047492224	-2991.5516043646508	-3290.6639021347264	-3590.943616404107	-3890.971247999872	-4190.9028027252225	-4480.178844939732	-4789.792821966676	-5083.970627903428	-5376.02632340878	-5682.033217339041	-5989.047896624158	-6289.674621882336	-6590.71581192	-6887.710332878193	-7180.210386718061	-7481.232938393639	-7781.869341843681	-8081.636591785428	-8378.758865593076	-8668.881006133379	-8979.099242897139	-9263.94807373152	-9578.839455072899	-9875.469246882949	-10176.01994828784	-10485.617720449778	-10781.559752172328	-11087.569318972657	-11391.83243623253	-11698.013865190986
16.8	14.780286005169282	-284.3105509285827	-589.7976778814226	-892.1246793942844	-1178.237600922096	-1490.5026861535089	-1793.0832761530578	-2088.376851191959	-2392.1889730841526	-2685.128301968942	-2986.6442230660214	-3295.8417531651694	-3594.4356335583466	-3889.225380178384	-4192.738522281916	-4488.785064168233	-4780.3014210138435	-5089.221715153678	-5389.174328525201	-5688.561229151493	-5988.412235065304	-6291.9563530850355	-6584.511409642737	-6883.8073147075975	-7188.853715150861	-7483.443354426628	-7786.149952672077	-8089.392462336016	-8383.047853168066	-8679.664048143679	-8969.086034692175	-9272.744035237261	-9580.765595959227	-9878.68009454916	-10178.268381926457	-10482.640407886396	-10788.450619369394	-11082.908330192102	-11389.887852517013	-11699.13469035868
16.81	8.475912051782245	-282.91726813563696	-589.2431502494718	-887.1697824331603	-1192.083213822967	-1491.2782209222305	-1790.2348030821747	-2091.8048033150985	-2387.894370338331	-2693.441899612908	-2990.1394000008104	-3291.111371450189	-3595.236859459177	-3894.43235952503	-4197.724335110307	-4496.44167053462	-4796.209308283361	-5093.214203055163	-5393.537290135972	-5689.04864058288	-5994.3829038662125	-6281.96796034905	-6591.621608073799	-6892.740515417189	-7186.825517532123	-7479.674521771986	-7771.071506419786	-8085.737450437733	-8384.80496310712	-8673.554259784089	-8962.521893710245	-9279.208003330123	-9586.763637422846	-9884.6297781416	-10179.449312096733	-10476.739339076756	-10786.6924477438	-11085.259398371914	-11396.172649570612	-11697.691127168142
16.82	9.624310179933953	-288.16439142602354	-587.3602323377968	-890.6726461170733	-1194.8200402018392	-1492.08557180871	-1792.4767786978962	-2090.833008067691	-2393.9991169476716	-2693.3969061215366	-2993.677664443283	-3295.653823596893	-3596.4948906895993	-3894.433513984418	-4192.217061147223	-4492.971451815756	-4790.061914979628	-5094.64889765317	-5395.417475158228	-5692.694097521221	-5989.494733565665	-6295.859306785626	-6594.9004999615945	-6892.438978709932	-7189.487119584498	-7488.770159748324	-7783.885093289443	-8084.941920494236	-8381.445365673635	-8679.234460318221	-8978.233541679061	-9283.841338367301	-9583.16591412022	-9887.175184384781	-10191.905559757264	-10489.419424901216	-10787.470416830813	-11087.621816308909	-11394.952784916097	-11699.998936109205
16.83	1.4307343926167757	-295.3192905511405	-587.1506221772873	-891.4752135964669	-1190.9224639967422	-1491.20446895258	-1795.7384205382984	-2087.6144148048506	-2392.206507906362	-2697.157476741799	-2994.585271905934	-3290.4463110581255	-3595.410618097595	-3895.9405922702977	-4194.253982335814	-4494.8270964333515	-4789.58609753709	-5089.495206421087	-5393.53559365984	-5693.548144277283	-5996.5072605908035	-6294.5720931707465	-6594.774929345519	-6896.39306649995	-7192.555482641618	-7490.0946409880435	-7789.238405019969	-8088.452300341186	-8382.544946265014	-8685.194596273195	-8974.512780301184	-9280.756017426556	-9584.097742962402	-9883.382345895772	-10189.679812457387	-10487.372819299242	-10792.946361646495	-11091.973960865938	-11396.612315229531	-11698.201947604815
16.84	2.5337855803388174	-298.30360660505136	-594.6543801086084	-892.7957522489353	-1183.7299907734605	-1488.9065727760442	-1792.4268875921823	-2094.638475948397	-2395.789405718716	-2696.7934455670184	-2992.9612315491845	-3298.0914620171075	-3594.5093485882812	-3898.6637053042264	-4197.000616880287	-4493.728615263291	-4794.570887778759	-5095.017237985306	-5392.533279873524	-5695.67358881265	-5994.489439158362	-6293.422669305565	-6597.621228841914	-6889.079626578871	-7196.897853117434	-7490.580862924557	-7789.138417696904	-8090.1967146644765	-8387.691070322484	-8690.291294970737	-8983.743499866683	-9288.427994142688	-9581.304704723814	-9886.283528254444	-10190.13645127651	-10488.68399073592	-10794.294452256874	-11096.160734461704	-11397.059722990225	-11697.904363032754
16.85	2.1311380535828883	-298.3938810073881	-594.9555497311477	-897.5200856378179	-1193.636809767326	-1494.2749721040316	-1796.825494936936	-2094.436831079185	-2393.2133938903453	-2696.003075898982	-2996.8953032893837	-3291.834982757403	-3591.2330023396125	-3895.8508031765446	-4196.14905198132	-4497.419015621493	-4796.668391398213	-5094.528351350407	-5393.788360371389	-5687.271309717408	-5996.177918219185	-6296.255898934093	-6595.127396574833	-6897.449387903698	-7197.144550493118	-7486.329519035053	-7793.02376224818	-8094.016156644156	-8392.75741230357	-8686.054520623962	-8982.238477560666	-9288.932017668418	-9586.439998655054	-9891.047452865823	-10185.52608494679	-10495.256479180474	-10796.879918881652	-11099.364556807386	-11398.124869875894	-11699.5303011893
16.86	3.6002735931995073	-296.37432774833366	-596.3569928984316	-897.0641877831413	-1196.593534964842	-1485.4550986304805	-1794.6746367584785	-2095.274757490064	-2398.683285633339	-2696.092235845986	-2997.269535794525	-3298.1959553590627	-3595.019469247152	-3897.5413467564244	-4196.104374159257	-4496.061912616062	-4796.330942988617	-5095.41187647884	-5396.7007498967405	-5698.864227956545	-5994.618827439629	-6298.6545093311715	-6597.187168203514	-6899.113381167174	-7194.9255601153645	-7497.933804277701	-7792.164860983241	-8096.293124166578	-8391.2330233404	-8692.78909720156	-8990.075729144768	-9290.896072506323	-9592.434562111615	-9889.711459088598	-10193.912531351716	-10497.913282633783	-10799.789194804714	-11091.175552163328	-11398.7825926268	-11697.689857008741
16.87	3.323508619257928	-290.14314457806597	-591.6974533233338	-893.8119737922689	-1197.0033284610165	-1495.2750069027372	-1799.4292996907373	-2096.0311384388774	-2397.2161074486703	-2697.8018557227483	-2998.547902719767	-3298.364561495319	-3599.2085420315257	-3896.444945631201	-4198.06828695916	-4498.976451857618	-4798.2284768478285	-5093.626127812681	-5396.6873334240945	-5698.312250403271	-5998.930986298308	-6297.520839881694	-6597.94215026246	-6898.986828766122	-7194.310693993056	-7498.71820131205	-7794.93239946355	-8093.790739408978	-8391.512712862326	-8693.73085712943	-8992.734138895876	-9286.44630489624	-9591.557778698076	-9895.516314554425	-10194.685741543386	-10491.845463995742	-10795.544017776518	-11097.060860260917	-11399.229368221444	-11698.124265002945
16.88	1.431940262597906	-296.78397055444714	-596.5290838138236	-899.2951817620301	-1198.1708041278696	-1496.6031658008305	-1797.0623441769012	-2093.9614226954177	-2398.4989788797093	-2696.7373544290913	-2995.617825435707	-3298.749888962407	-3597.9504675119247	-3898.2025435379123	-4199.4193674609	-4496.545055498269	-4798.105365655385	-5098.481652609533	-5392.244568617394	-5695.648538619767	-5997.381624677604	-6296.337565504758	-6598.075926064791	-6899.331014166115	-7198.01485279153	-7496.546711535154	-7796.861727375341	-8091.857993437767	-8392.700836113783	-8696.8732243352	-8989.174752109515	-9291.620362502457	-9597.334476101745	-9896.666908578372	-10198.189758559469	-10497.210710795494	-10796.32044888206	-11096.618278336857	-11398.33255168576	-11698.121363694992
16.89	0.9753478046507419	-299.2343704744866	-598.1116759080008	-899.1654564787499	-1197.1379080828124	-1499.3336209451602	-1800.0	-2097.841479463726	-2395.545717238115	-2694.8434155069754	-2999.8132004108397	-3299.78451633124	-3599.04874628981	-3898.264041317577	-4199.087311174145	-4495.612061560988	-4797.990764868346	-5098.995236998414	-5398.687276367674	-5695.873272499951	-5997.78893407905	-6297.538740115277	-6597.919072937916	-6894.026087237723	-7199.632514682272	-7497.133259361521	-7796.069976998419	-8097.516309616197	-8395.010940995511	-8698.683507410911	-8995.510385090474	-9294.36283309593	-9596.512051936097	-9899.52457775475	-10199.924478016768	-10495.920953474528	-10797.603985657164	-11098.061823247233	-11399.404420612189	-11699.717538833875
16.9	2.330291523160531	-299.7741941804576	-599.4608977035563	-897.8641121978043	-1195.1249567219847	-1496.8651444570223	-1797.7809273214887	-2097.043136217057	-2399.846479406793	-2698.517833068643	-2994.269832782165	-3298.0248721027856	-3596.4035796311573	-3895.873922750909	-4199.68955427642	-4497.676788768925	-4795.939840311041	-5098.840706060776	-5398.948309566915	-5697.615670521632	-5998.454823917973	-6299.834813125553	-6598.615494652036	-6894.537487051408	-7199.7489433466935	-7497.804898447414	-7798.018178550762	-8095.398315561192	-8397.966891640977	-8695.462921722763	-8995.780834163868	-9291.375561789557	-9595.70798023448	-9897.32837690526	-10200.0	-10498.109351727666	-10799.290955951046	-11096.571831712425	-11398.629481111488	-11700.0
16.91	1.3746637079289394	-297.72515638300393	-598.0975879660496	-898.5205078675444	-1199.7089521792516	-1499.4230755223632	-1797.5783811895753	-2098.067320797909	-2397.8156135360655	-2699.952039082603	-2996.6737894995604	-3297.5637528016473	-3599.43159752842	-3898.205237366328	-4197.697749880322	-4499.429654438622	-4799.942286585986	-5099.628979920226	-5395.846055338088	-5694.729175255647	-5996.338368129267	-6299.476425646043	-6599.815246424172	-6899.217886183757	-7199.126104055107	-7498.066495566021	-7796.773234324851	-8098.636899628716	-8399.280577805486	-8696.385957085975	-8993.548107800503	-9297.508614382295	-9598.807020311824	-9896.93597479398	-10199.352301114377	-10498.5030781087	-10800.0	-11100.0	-11400.0	-11700.0
