
[SpecTaroscoPy — PES image]
Author	R Nakazawa
Contact	nakazawa@ims.ac.jp
Version	6.5.3
--- Info ---
User	
Load File Path	/Users/ryotaro/Documents/実験データ/SpecTaroscoPy/SpecTaroscoPy/examples/DA30/Si0006.txt
Save File Path	/Users/ryotaro/Documents/実験データ/SpecTaroscoPy/SpecTaroscoPy/examples/DA30/STPy_6_5_3_PESImage/Si0006_EDCs_Ek.txt
Total Actual Scans	10
X Label	Kinetic Energy (eV)
Y Label	$k_{\parallel} \ \mathrm{(\AA^{-1})}$
Z Label	Intensity (cps)
X Min	12.0
X Max	17.0
X Step	0.01
Ek Offset	0.0
Y Min	-0.730764
Y Max	0.498633
Y Step	0.001774
Ang or Posi Offset	-3.0
MCP Function Path	None
--- Axis Conversion ---
Photon Energy	None
Applied Voltage	0.0
kinetic Energy at Fermi Level	17.0
Secondary Electron Cutoff	None
--- EDCs Stacking ---
Y Slice Center	0.48269 0.4525755 0.4224605 0.3923455 0.3622305 0.3321155 0.302001 0.271886 0.241771 0.211656 0.181541 0.151426 0.121311 0.0911965 0.0610815 0.0309665 0.0008515 -0.0292635 -0.059378 -0.089493 -0.119608 -0.149723 -0.179838 -0.209953 -0.240068 -0.2701825 -0.3002975 -0.3304125 -0.3605275 -0.3906425 -0.420757 -0.450872 -0.480987 -0.511102 -0.541217 -0.571332 -0.601447 -0.6315615 -0.6616765 -0.6917915
Z Offset EDCs	0.0 -400.0 -800.0 -1200.0 -1600.0 -2000.0 -2400.0 -2800.0 -3200.0 -3600.0 -4000.0 -4400.0 -4800.0 -5200.0 -5600.0 -6000.0 -6400.0 -6800.0 -7200.0 -7600.0 -8000.0 -8400.0 -8800.0 -9200.0 -9600.0 -10000.0 -10400.0 -10800.0 -11200.0 -11600.0 -12000.0 -12400.0 -12800.0 -13200.0 -13600.0 -14000.0 -14400.0 -14800.0 -15200.0 -15600.0
 
DATA:
Ek_Si0006_EDCs	Si0006_EDCs_0.483	Si0006_EDCs_0.453	Si0006_EDCs_0.422	Si0006_EDCs_0.392	Si0006_EDCs_0.362	Si0006_EDCs_0.332	Si0006_EDCs_0.302	Si0006_EDCs_0.272	Si0006_EDCs_0.242	Si0006_EDCs_0.212	Si0006_EDCs_0.182	Si0006_EDCs_0.151	Si0006_EDCs_0.121	Si0006_EDCs_0.091	Si0006_EDCs_0.061	Si0006_EDCs_0.031	Si0006_EDCs_0.001	Si0006_EDCs_-0.029	Si0006_EDCs_-0.059	Si0006_EDCs_-0.089	Si0006_EDCs_-0.12	Si0006_EDCs_-0.15	Si0006_EDCs_-0.18	Si0006_EDCs_-0.21	Si0006_EDCs_-0.24	Si0006_EDCs_-0.27	Si0006_EDCs_-0.3	Si0006_EDCs_-0.33	Si0006_EDCs_-0.361	Si0006_EDCs_-0.391	Si0006_EDCs_-0.421	Si0006_EDCs_-0.451	Si0006_EDCs_-0.481	Si0006_EDCs_-0.511	Si0006_EDCs_-0.541	Si0006_EDCs_-0.571	Si0006_EDCs_-0.601	Si0006_EDCs_-0.632	Si0006_EDCs_-0.662	Si0006_EDCs_-0.692
16.27	28.178779830011973	43.73899306822932	65.16437175146712	52.551603051025666	50.57999907024321	52.43171957546986	49.84268355435962	63.501921283570034	54.3429538528745	48.55915448518544	50.29295848332457	49.047005347158006	70.83279533559796	58.538089632278144	62.436705614320154	65.01071244855592	73.73124377093657	71.19137162511664	68.29721814839269	69.17481909282871	56.37702555401939	72.47938828302144	61.541109899778576	53.04637098201031	72.4600198926601	80.92751166758532	77.50633144986077	70.70935957937529	78.28086728891648	86.94405425626732	73.54981012672609	86.924964310763	75.19819226716237	76.52974534257096	87.40158900178724	67.23028427398735	77.95765588944565	77.16503499480118	21.78124659585169	0.3534731491403875
16.28	35.09007569840467	44.13927619659006	55.2785720892728	61.360866120098734	53.57355672884422	48.574269738014564	50.44977907055738	43.06704886770409	53.18152388693544	54.926634449960524	65.80429281381616	45.01098848509301	58.284727962525345	68.54953973013447	55.22070482058985	59.76070729374521	52.54155507564245	60.38456683005731	50.58151803869425	46.41293465392881	52.831338145666884	62.86541191296046	58.29905073542321	50.98009247513933	57.22322239481998	49.68269409591364	52.21834807513763	47.93016057296509	66.33179377154853	84.84523873982891	75.92686096017235	86.29846637824922	76.54525141094372	78.21739789503802	63.90418627039342	64.43773527927482	61.22207335240224	47.04422985244265	21.774007199268315	0.38317120010168704
16.29	31.28890555514698	47.13746092590964	42.6275007703816	55.34342912441263	53.23356612227356	42.5267966426671	51.31505726759125	41.45838103553862	54.939048356244214	68.8735352188476	54.80659579755676	56.0161683846353	61.19818755402477	51.22289034772114	66.06274410321846	62.14044455283653	59.46248030142717	55.13304255394814	72.21939783206712	55.11207168631901	61.45506940071566	51.69583419076838	76.59256934303195	59.98505421060072	61.880402062471454	55.68547284304658	60.15497375448309	66.78303412475282	70.66265157291974	88.12454785710206	71.56901968467791	79.75101164673092	66.2939210614122	86.39964139240402	76.13210057987999	83.40433994555114	95.81183861007266	60.23863945903581	33.30999569487811	3.835320483426526
16.3	30.402046490551527	54.96542808068207	47.123839232316826	53.78108799532803	46.1777499296364	39.83819952942714	46.611797444692925	48.80870075410259	43.48421471569849	52.24848784631554	32.83220751521959	53.065977250126764	51.53046536480038	41.72421270354717	48.02638268796428	55.3261998110309	52.94804034430328	61.7226045282769	56.35916640213415	60.372042243224634	49.72068860788228	63.99734508996184	56.77055997515202	45.62139420522373	56.90413650521335	61.49547680586311	62.7146375343545	66.25664793737846	77.30575768183148	74.98503995426742	57.53992677403657	69.51233992227918	89.47742056267937	80.64373463815456	66.29463639439948	73.51117464081891	64.21233683533686	64.02800414379166	22.17446907365505	2.396739419988749
16.31	35.56316577578637	52.92481793133798	44.22888356324132	65.9814120428511	61.25114710834367	44.26504091505513	52.32734041059333	49.053068106210134	37.21262345882874	59.45274402555552	50.65748593015716	51.031019561389435	62.055198819298774	60.50500671145863	63.78531326560857	53.69305868467896	60.96500307481797	60.66921258011027	55.14189472245007	56.25867482841017	55.931387299734716	64.36024731747301	51.3439059793661	63.012419176506555	69.382359723465	66.71399660237772	66.83301365522563	69.00921574218441	90.54569502404112	68.68835945678225	78.58639959393376	66.56441358970427	84.85364378784209	82.29862430936579	77.79361641125553	68.37310519142726	64.21745549506765	51.65895287394455	17.64251844605527	1.1392614778622758
16.32	31.805434876437147	37.712918683588185	43.286945468611655	46.50776841897593	56.75810394585064	54.344221860322044	40.00051657316699	57.970435439948155	35.57248711650234	49.37819401951037	48.5923156227051	57.34339399859922	64.90020293801734	67.62219255770835	53.357530522513	44.55588794395248	53.907728051712425	60.17044172126163	48.227540461374396	61.79473380773638	55.513298423439	51.67239033480188	52.99561233876377	54.288153399123544	48.2548260068256	81.00476171712043	60.504112212310204	65.16961381734684	84.52373028781189	86.8584430470417	74.4780094551281	79.59566805612492	80.0501890120058	78.86191120773127	76.59722002500256	84.94189581760806	65.0080731894183	44.414671900662825	11.369266112052975	0.5382402094042315
16.33	23.287600458201776	41.20085805822508	52.676229182543025	44.160723446438766	35.888151452201015	45.61552924170743	49.119364262633596	57.759554885494644	44.8279787649359	36.07488731212854	36.6758767228377	42.002645810872366	52.752319033474464	61.834161891810574	52.75374417607557	49.858568710423924	44.61181290669488	62.883256346867796	62.4344701312523	58.225617905449454	52.83591266345473	43.67857022366355	59.49562122426582	42.76929821633666	53.23753052748153	51.44101821621398	59.260521590223746	83.58962746078477	69.70807281556174	83.50036812917327	72.7935340545364	70.12617508147225	62.23824340548476	89.55051592199524	80.5888067372917	69.10377304289747	71.59762657133253	54.67706216301684	19.430142806706765	2.3820980704746324
16.34	24.80316714519734	48.778001642249286	49.06624078318369	50.97092196882327	37.069128364751165	39.04446926402806	43.38190496590006	37.98680696306746	40.29882172653513	48.71682516289594	37.24322657525305	47.49035389759863	64.97141288209214	57.47977746866482	55.380919036739414	54.24711135573082	51.983707779965584	64.93397810011307	55.508202802974225	57.16915350958837	58.74050001779871	49.635706917630046	33.157728281683916	47.35522483375069	66.69297963990684	67.14968985120589	59.145568296216574	68.09353913950659	62.91332391360313	69.76818263035443	80.66538218755514	70.52372372752416	79.05366197619425	89.06702816779446	90.10408309031621	68.52035713981202	74.3160927574123	52.11980848991685	17.909273125985294	1.4538525159500617
16.35	27.331930198180963	50.16038468661222	49.023028495449914	53.908203490079735	51.08706279121456	51.738693954518304	44.08372204423656	50.62127270905469	54.380024174205964	72.27813688175553	51.34425222428495	52.591375185820205	49.457165031898086	49.173991753708655	47.61402338630309	61.556862420248365	65.90932610527395	51.51226111703445	53.16098135354566	61.54789423619684	46.56217456836936	64.36434368658693	56.14778450146413	54.09236226762283	56.052646202930454	59.01937932810699	70.00159524199134	73.25460987434472	73.01316042016626	86.37872131992252	74.73253619654403	87.33721118475309	110.16439106965392	97.14185378314568	75.44775791657426	64.093138065263	76.31092858295656	48.82629418107721	29.223715448920267	5.54708662267272
16.36	26.852941672228603	49.42982309322999	47.55518981849186	45.65087793543202	47.60225130748194	46.415399117706194	68.2685523048908	54.14517117581872	41.22964096409299	42.93756248775271	44.537030316509046	59.40153227914054	42.094289534917735	51.17649865696097	47.15245860705254	51.62884728167644	61.12749358463873	58.51385090326908	75.11919562063373	55.72221599759864	50.55386290983724	49.31430017944789	76.98393081401632	50.95730232105695	54.89932187497297	70.07917574050306	67.84029918452056	59.467722765129295	55.527084830290704	57.12927072802215	87.14130072352754	76.23763150843125	77.68842021778894	105.9804655333357	72.35327605731382	65.87340456947419	78.1204126715483	72.94614576730672	17.11269326453457	0.7461599938991029
16.37	29.013301095848934	41.34937478262123	49.33022525638691	46.3195446022403	36.04882137234989	45.70907126859275	54.95608201448041	43.53126796612458	44.8899368946914	39.2198872314657	52.71824929676657	68.2156905169513	63.67234620444299	44.19096541422516	52.632351531271524	53.865177261800646	55.53078353380922	58.74982605017778	47.35850599753493	62.972510491404734	51.69687612368982	61.070192400736744	54.569422380657805	53.055048640764625	59.849827932580126	57.76533919812592	81.51651050709462	89.64560299473575	70.90804161799528	76.35953813524378	79.75472110398911	87.05541140966511	98.23340425910368	89.17917159029282	94.08005026571607	67.38928375795885	72.49086354246501	54.882224330035676	16.627681915695447	4.151659228704095
16.38	26.919353167209845	44.26226459950007	47.79629436253621	47.34481562400075	35.65876044465615	55.9594939214479	51.323725783963816	37.4896370030109	52.75867105354661	40.39062020510468	53.30864139040308	55.875695837868456	41.684771138649644	44.20508168609075	66.42290344787885	58.509230814133275	51.56216829893488	51.176573289660325	56.06852961750807	55.20369379969672	51.231976663220244	54.3679334205985	51.33706251870661	46.97494240088439	66.51222921794542	56.175344049212214	72.93632334091185	87.56450742226782	80.1670220303008	78.78773292930624	90.88874497155027	86.10288480357242	88.37581489256796	90.96534227906015	78.3793446192406	61.05188479143501	60.60645400565697	62.45063617182963	20.638762841030253	2.217513932532479
16.39	31.56240658965818	45.94409077732135	41.820223596768386	54.487458884105	44.86849037677426	35.15125256457499	44.63657364779773	48.47440686483865	57.699006816469634	49.51600580671957	42.7230778767063	38.793667525483166	60.53581945513874	53.36533573363978	51.19641674158556	50.68446049137909	54.561733037732445	64.50198718654786	55.16803984830694	61.775778348072464	66.86642524326226	60.29254401177079	55.74074793423204	46.14717005766382	52.63727409322279	63.27624898283742	62.33060406695147	69.83527491314494	66.09933895371861	69.4234602800756	86.62609971484058	93.58269743262953	87.04829324372628	102.38354156854416	91.69297260296737	78.07769291144913	73.77113538334162	53.360304013095565	27.79364066313711	2.870057729659785
16.4	40.98107685818475	51.14287874580888	50.70217362930431	49.328913093908454	54.19317677351627	56.58416521291526	52.263971919564156	55.834243254703004	57.3014244173914	49.93865686736765	43.15036689179776	49.583860416437474	52.37067921436994	49.73297339291879	59.38653176175551	54.77079152480725	46.3670817229348	62.6703060823062	55.624167174842334	41.642604141976335	63.079227732251	52.647535493126156	61.44461151942712	45.834787866174224	47.45911368148646	57.99604629239376	68.16809839867614	64.02404527884843	88.72348366299937	84.25325873031393	78.21670346366243	107.00420913736515	110.21912840926115	101.52306163721373	95.3925941067075	81.81230428119127	69.84940613421755	70.42493059553277	27.442257096542004	5.986113219140281
16.41	25.88972969632686	43.60024794407548	62.8170413331265	47.08463242614367	48.12698637924098	65.82366400361722	50.36655029085132	41.10077693727085	46.18513152976833	52.1741766743692	53.80378400145059	53.619474254841315	46.00986043985557	50.92632190480506	51.78583673832521	39.85980555149978	51.928751460722694	51.075954062619594	52.76225516923426	56.88416815924519	64.76394298364114	49.91975885590834	51.71633659569487	53.066669635491614	55.19636016207621	54.139843261747444	66.7963817423371	75.19546164550812	74.61771136062573	79.66803977645664	90.76056035942098	92.30880810668722	84.42238972181214	100.58605452364574	85.71087451516883	63.70463889568769	64.84125891987118	44.97948273262219	19.84952373245648	2.092173289384869
16.42	45.05313209587983	44.10323349389825	52.109162211833734	44.74064426408293	57.23733349694898	63.60133967797742	49.5394151052085	43.78289665514045	49.48006370513443	48.55922313139414	48.86189126293042	45.951578564104466	50.53985839532192	52.181634006814	50.66535661542943	54.831803838513075	49.62521842274278	58.902001762255786	68.29781320208431	61.37330667493189	41.14434202582571	42.75157026638959	63.798685334781666	49.232035924380654	60.19910220198988	60.52262253884776	63.23018016688044	64.37070843957493	78.76373423606707	81.2764594071062	92.67229912222275	90.51816368659503	114.68228759987578	101.81535955529611	86.89047778568693	59.50190177379867	73.84321572583075	51.15394911323674	19.34253821291909	1.8813342082790725
16.43	35.88057539677877	54.66001514943399	50.28841604632313	59.32634057802693	56.20971721907366	55.462671542473885	48.80869966866823	43.23740591319619	35.42953552833259	49.31376604539274	53.559681076428355	54.46841482604983	39.65890043261865	65.61648550694653	46.100197158353055	55.77491928068418	62.54196342530639	63.80127564342575	49.119922524864	45.28936241610457	59.89928645657726	54.86738140486267	47.91558427017365	46.30505659289093	49.02973841024221	86.90799811536594	87.70663155137271	86.32599783732218	97.45491759450842	78.37591653021656	92.85602667411773	93.8040684192345	116.99704969757565	107.78786470936036	99.26147590862035	81.23559996183546	73.98126397610856	63.693484642249814	12.665963140179	9.765072173840348e-19
16.44	30.714903939355313	35.61576175946629	38.56792197703821	54.34660378050966	55.43616992197535	51.62674150381861	50.222054963169626	53.486599905313284	40.71275907688651	46.22769659150747	49.65920368926997	54.04485360839859	59.40360986870773	52.71959425649287	43.34472512454461	44.97536310691737	60.97759420666006	61.57003888590592	75.94083559398045	50.135272453916826	54.48636103234732	62.96676325539423	53.140709813403205	50.90686501440474	71.45289439855036	61.16394670252757	67.24189950603238	98.58479269061286	95.08696513105488	97.56008963231127	92.54619065534466	112.81413173055783	108.6434433935086	90.32231770454591	85.54804370484248	66.80414099926449	101.42505243618515	65.8617146445731	24.207991961218944	0.0017125997212435315
16.45	30.181333701662478	46.51329532944437	38.934943591046455	37.67660884800411	45.25068565243473	55.90803304187273	40.957617744270145	44.084349426471846	43.621951246040766	45.32729676256786	49.4236883397197	36.687693793327796	44.42510433373968	52.28234613210455	48.10936623271851	65.06172448327848	52.201436355310584	58.257968979548664	54.471995694038185	64.30501838046638	46.99605838780382	43.740591483764554	57.31030420862206	56.067444817066175	48.69743793054767	61.21344830460456	58.50840492160988	75.56657475181103	104.06435571825165	83.1376231836214	78.24781125242875	109.51674339050176	95.9270833443245	94.94736271106434	82.04527310084598	71.25971441503158	63.57401581029489	67.15732890766571	22.917212843975726	1.7715028792273575
16.46	35.758105025319885	49.6523423107099	55.17760699170515	43.64824814675018	52.30621276837955	55.36051409164838	46.64150525428138	49.16706877770101	54.833001838227155	49.56663026425746	52.099078293670956	45.502065878122714	46.280599716848	49.20035446745283	52.14994967548603	57.37033352276427	40.81398004794402	42.985265590966925	55.521710184115584	57.27664768201088	57.35358603390507	50.535416013855766	60.117972999386325	67.65058905738198	69.372293949933	62.59868294432768	63.38265823210645	72.42492204208418	67.72416744657593	84.04508334467218	108.32804258152639	111.03012792221699	95.78164062941879	105.87955570312718	97.13075142542709	76.41763559212899	57.200545219943024	70.1555126990566	32.111315159671825	1.4043762142664349
16.47	38.04900161179062	58.733974873195805	40.35475933817666	51.76227263391034	52.230300974491556	43.1347375423253	46.6220825334042	41.60900225989542	51.91328253904396	44.061269821542766	49.001218579882035	50.40443004486112	49.90162486348186	35.70882291614008	54.10572260897215	49.72097255877633	62.86786011180776	44.276504507334295	55.43561392996496	55.33108987799983	58.53003251105089	57.511249164373666	71.80392450017429	60.65269884467437	47.15334332945747	57.12560021437401	59.97023816847582	74.08149634907521	86.24225158221023	73.87921469233089	100.88030566247426	109.58544587010483	76.80926470449535	98.00867146972706	112.54388522934576	89.38799995937867	75.0592009776199	81.26121091315589	19.470033140108452	1.416660244646506
16.48	43.61549599369398	50.131680847421876	42.47285152181685	52.52371561752158	51.52056040207524	54.10690740799385	57.13561898224961	62.46220033245883	44.70626973574288	39.6914679995468	56.43108757821142	44.95603472544457	41.82205943049344	50.99285116631533	47.100435164474966	55.74037176531436	47.62406638155795	67.58652775369097	62.34561352929591	51.079097592137785	60.203169318772574	34.525097259770696	70.26682238898778	48.94853224792064	69.69059162552104	70.86979846853434	76.95146312358504	72.5725724493284	83.07873617943144	81.2438503380137	89.42786522582155	118.53674193068879	112.49567324556332	121.49836994681532	88.82946736954133	68.99012955159952	78.47123956630593	59.860934422535784	33.32406881766209	3.136616063696599
16.49	31.400213223999643	52.40353816059465	35.120709556728436	52.1056739128928	55.70414235135681	54.11446722322792	54.884799982145594	43.392452865043296	49.527790089972314	40.03471929812685	53.70941626985277	52.3681857945857	44.151502015427475	39.00049306301817	50.23669728093165	52.57823593104577	42.308573450661605	51.982285194146804	51.96753733411926	63.520000554645215	53.80711215266808	33.81432965510288	42.44360450384964	61.011275382912615	59.36458923483254	78.80701545736315	72.04008382416019	75.81401618752143	79.39597889249951	85.8389045390417	87.63698925131769	94.77402484869914	116.59448835344425	96.28111178982626	95.74396463220532	96.82412756997104	82.15421920245697	62.08695795682743	27.4023145461518	4.043194747493493
16.5	30.681038177382245	57.512430263500654	53.84634105081277	45.91452231351788	38.548405169338984	42.59139344088681	41.443053928007934	55.345976808143945	37.01460515124298	33.946840463534556	41.135069083663055	53.663507753208556	59.77615699649103	39.90147514028956	59.63012520324965	47.242834368727536	51.372165997878014	51.54516237452442	73.14804180751136	45.48511334574765	51.37477261794858	53.954013874576624	52.63565511164843	70.66463328722888	63.50331649994827	73.99831502386567	66.2361391820791	82.14142851611557	70.38280067340837	104.60981561571599	103.36420268137829	120.23781322822448	110.46297904717306	98.53892507833683	100.49063951332948	91.1411566917883	91.92293002411363	62.93896851725745	30.57873722899127	1.4796288700091638
