
[SpecTaroscoPy — PES image]
Author	R Nakazawa
Contact	nakazawa@ims.ac.jp
Version	6.5.3
--- Info ---
User	
Load File Path	/Users/ryotaro/Documents/実験データ/SpecTaroscoPy/SpecTaroscoPy/examples/DA30/Si0006.txt
Save File Path	/Users/ryotaro/Documents/実験データ/SpecTaroscoPy/SpecTaroscoPy/examples/DA30/STPy_6_5_3_PESImage/Si0006_EDCs_EF_Offset.txt
Total Actual Scans	10
X Label	Binding Energy (eV)
Y Label	$k_{\parallel} \ \mathrm{(\AA^{-1})}$
Z Label	Intensity (cps)
X Min	-0.0
X Max	5.0
X Step	0.01
Ek Offset	0.0
Y Min	-0.730764
Y Max	0.498633
Y Step	0.001774
Ang or Posi Offset	-3.0
MCP Function Path	None
--- Axis Conversion ---
Photon Energy	None
Applied Voltage	0.0
kinetic Energy at Fermi Level	17.0
Secondary Electron Cutoff	None
--- EDCs Stacking ---
Y Slice Center	0.48269 0.4525755 0.4224605 0.3923455 0.3622305 0.3321155 0.302001 0.271886 0.241771 0.211656 0.181541 0.151426 0.121311 0.0911965 0.0610815 0.0309665 0.0008515 -0.0292635 -0.059378 -0.089493 -0.119608 -0.149723 -0.179838 -0.209953 -0.240068 -0.2701825 -0.3002975 -0.3304125 -0.3605275 -0.3906425 -0.420757 -0.450872 -0.480987 -0.511102 -0.541217 -0.571332 -0.601447 -0.6315615 -0.6616765 -0.6917915
Z Offset EDCs	0.0 -400.0 -800.0 -1200.0 -1600.0 -2000.0 -2400.0 -2800.0 -3200.0 -3600.0 -4000.0 -4400.0 -4800.0 -5200.0 -5600.0 -6000.0 -6400.0 -6800.0 -7200.0 -7600.0 -8000.0 -8400.0 -8800.0 -9200.0 -9600.0 -10000.0 -10400.0 -10800.0 -11200.0 -11600.0 -12000.0 -12400.0 -12800.0 -13200.0 -13600.0 -14000.0 -14400.0 -14800.0 -15200.0 -15600.0
 
DATA:
EF_Si0006_EDCs	Si0006_EDCs_0.483_Offseted	Si0006_EDCs_0.453_Offseted	Si0006_EDCs_0.422_Offseted	Si0006_EDCs_0.392_Offseted	Si0006_EDCs_0.362_Offseted	Si0006_EDCs_0.332_Offseted	Si0006_EDCs_0.302_Offseted	Si0006_EDCs_0.272_Offseted	Si0006_EDCs_0.242_Offseted	Si0006_EDCs_0.212_Offseted	Si0006_EDCs_0.182_Offseted	Si0006_EDCs_0.151_Offseted	Si0006_EDCs_0.121_Offseted	Si0006_EDCs_0.091_Offseted	Si0006_EDCs_0.061_Offseted	Si0006_EDCs_0.031_Offseted	Si0006_EDCs_0.001_Offseted	Si0006_EDCs_-0.029_Offseted	Si0006_EDCs_-0.059_Offseted	Si0006_EDCs_-0.089_Offseted	Si0006_EDCs_-0.12_Offseted	Si0006_EDCs_-0.15_Offseted	Si0006_EDCs_-0.18_Offseted	Si0006_EDCs_-0.21_Offseted	Si0006_EDCs_-0.24_Offseted	Si0006_EDCs_-0.27_Offseted	Si0006_EDCs_-0.3_Offseted	Si0006_EDCs_-0.33_Offseted	Si0006_EDCs_-0.361_Offseted	Si0006_EDCs_-0.391_Offseted	Si0006_EDCs_-0.421_Offseted	Si0006_EDCs_-0.451_Offseted	Si0006_EDCs_-0.481_Offseted	Si0006_EDCs_-0.511_Offseted	Si0006_EDCs_-0.541_Offseted	Si0006_EDCs_-0.571_Offseted	Si0006_EDCs_-0.601_Offseted	Si0006_EDCs_-0.632_Offseted	Si0006_EDCs_-0.662_Offseted	Si0006_EDCs_-0.692_Offseted
0.82	33.470747821549764	-352.0579451817551	-742.0416751386193	-1133.3513079674833	-1540.4092363998832	-1952.9495430246875	-2342.71384625508	-2739.17371409013	-3144.9826007103266	-3531.7570324894464	-3933.0368421360904	-4338.023918890267	-4738.830655925449	-5143.982158290381	-5539.514756338966	-5924.07227264763	-6331.316565903175	-6712.012028950421	-7137.853988760202	-7527.737163074207	-7933.412342406211	-8323.975537494376	-8711.227620993874	-9134.444332446168	-9532.156504058086	-9933.444026185336	-10325.847942808248	-10738.446050366536	-11137.47948527619	-11505.534389990258	-11908.342855532122	-12306.104898106665	-12718.860361159457	-13121.865263840371	-13526.108768322372	-13901.796590063732	-14305.279504723629	-14741.896630974974	-15178.048336662852	-15600.0
0.81	49.600648259836724	-343.37125035621307	-740.8988268151993	-1149.5056123087102	-1540.9307280043429	-1938.92994085248	-2337.3695905069603	-2738.409393799317	-3138.5157615447133	-3539.410171596612	-3926.4686606829673	-4327.094921750266	-4721.808118943258	-5127.879167754852	-5528.147885995664	-5923.786406455005	-6317.1720122614515	-6720.049502911431	-7121.811062083426	-7518.704319182048	-7930.638336829422	-8335.874862091692	-8723.38310152425	-9127.775943086908	-9531.888464919957	-9945.474038313254	-10327.391580536703	-10728.258918970561	-11126.81054856739	-11518.455000074511	-11917.201099399535	-12304.720759392232	-12709.36451642759	-13125.089402176896	-13516.655971069356	-13911.807896570568	-14335.00938818013	-14735.826608666843	-15174.288063222713	-15599.797978728568
0.8	39.83754413919008	-348.5358507605503	-747.595661376659	-1162.576574962014	-1539.293374386868	-1943.6170773569486	-2338.1821716349386	-2728.718747934199	-3146.119009355444	-3534.827258029189	-3939.583534660129	-4341.461827151189	-4716.143941120141	-5115.879686246153	-5521.147349643315	-5927.168594862587	-6326.008477105973	-6729.745382815651	-7125.627790937305	-7514.700770145177	-7916.39459205489	-8315.488150187652	-8724.200749672917	-9145.168653511424	-9543.684962804964	-9937.654432550466	-10317.32110462902	-10734.527376520047	-11135.083561774696	-11515.565327723301	-11908.842679455247	-12319.24457915314	-12735.374663514456	-13111.421286267076	-13528.80815465974	-13922.712334214297	-14315.226091714287	-14723.732951551143	-15172.290278800701	-15599.969986068201
0.79	37.25425100168607	-341.17772389904354	-757.5802994154476	-1165.5483698183925	-1525.0617925282254	-1962.2131424398517	-2347.883767392651	-2749.6587886154466	-3149.763208411027	-3535.482988912827	-3938.619672152719	-4341.185714030251	-4727.1094968176885	-5126.64327439876	-5529.734918969243	-5926.963051113703	-6320.907232711327	-6723.236889878743	-7134.578857246165	-7552.513178005113	-7904.827565332282	-8330.731498835281	-8743.09932027523	-9143.393074654781	-9547.306151827968	-9930.747161090621	-10334.736745692177	-10711.638214803048	-11122.70824465758	-11521.434432916665	-11913.5595565746	-12308.034316210931	-12720.198935367707	-13109.240596124004	-13514.774914787033	-13936.607722082435	-14326.416616598763	-14731.376614225868	-15183.190695466576	-15600.0
0.78	24.099540616289744	-349.26729163636	-738.2902996740995	-1140.9417420317372	-1545.3747638240732	-1929.383348804555	-2333.866323257886	-2747.767080535207	-3148.468327979088	-3533.720443992426	-3934.3201410716874	-4338.448165517802	-4729.863941082483	-5143.086311984289	-5530.2076403340925	-5925.368475856611	-6324.506432082316	-6731.426406256056	-7115.9027140151875	-7536.930409500603	-7930.478395250866	-8342.479740905981	-8728.015187707668	-9134.232627725729	-9533.428485041286	-9915.347466324021	-10315.353784286723	-10716.759470309293	-11133.579548328295	-11517.762591088362	-11925.224538572676	-12311.241763204738	-12715.998817460975	-13125.771115400083	-13538.63214523278	-13924.467227572539	-14325.484625252975	-14744.067157117532	-15166.439276556546	-15598.962876395348
0.77	29.496238635083714	-348.513873175551	-735.7448273417856	-1147.513553414141	-1546.9165350392307	-1958.2702180820413	-2341.7580095529593	-2760.879451486605	-3147.7749726565644	-3537.558615382335	-3931.195308646408	-4337.650305591789	-4725.1454836025	-5132.84614358951	-5531.407554355189	-5934.358383959367	-6327.166194099589	-6738.137606985188	-7142.672800949668	-7532.441505409861	-7923.518072840889	-8330.948159041542	-8730.151697237185	-9135.602605795126	-9534.586646677528	-9931.382430903928	-10340.766017786285	-10736.951782453947	-11126.557679877378	-11493.912280430102	-11917.203654158273	-12337.619931327758	-12714.11231307826	-13109.083715323482	-13521.036549065122	-13929.171659013402	-14322.718976928065	-14747.452691760125	-15183.272174331883	-15597.317056761134
0.76	29.4440265054308	-352.69050972350556	-744.479798328351	-1155.3296535412799	-1533.6927895727993	-1952.6118490119331	-2336.106811415385	-2750.508246521783	-3160.851482735824	-3538.8668820509406	-3939.7893319686	-4353.617474319776	-4746.30052134495	-5127.262955902186	-5545.525921061153	-5939.430492765178	-6337.338963789321	-6737.80141925108	-7142.040131402538	-7528.268602225598	-7926.127527377624	-8333.834794142478	-8750.093366536472	-9129.915663164644	-9537.39113148978	-9933.599288587042	-10341.915506403007	-10728.52401578896	-11135.498514370913	-11520.22552217879	-11907.457229483842	-12330.133820459958	-12720.421621770087	-13124.869308468222	-13531.485529104288	-13903.620455686641	-14324.419492956078	-14745.816062190612	-15183.050945108109	-15599.428992369276
0.75	23.03083418342249	-348.4119893241401	-730.5771390112835	-1149.7973611843165	-1568.7602453741874	-1940.4429256801066	-2341.283759726637	-2741.410974565203	-3145.126752324975	-3541.5117056916197	-3944.4178702258487	-4342.524309070886	-4738.036866511378	-5109.95487411735	-5545.486426681624	-5940.410068123523	-6349.695844239688	-6732.412964344884	-7140.519564829062	-7529.570620621672	-7933.134201722964	-8350.796765224515	-8726.739008252422	-9122.749110322558	-9538.59670344563	-9937.111265029744	-10340.556391746111	-10744.710467981187	-11102.362843713723	-11529.671944352447	-11930.133179494536	-12319.175133222723	-12728.220003622713	-13132.365252458872	-13524.156334225368	-13927.989479914353	-14328.640214933757	-14740.408434366567	-15181.791975125447	-15599.97754986561
0.74	25.560786248580968	-343.3897500723786	-751.9419524475143	-1144.5947676432165	-1540.144695838752	-1939.818313983249	-2330.1472079194928	-2728.75878092735	-3142.489695176564	-3561.0252149251446	-3941.7761591299536	-4328.467777641807	-4739.5120694251	-5140.256422345831	-5546.306462747761	-5931.167436264364	-6334.679081853012	-6718.480819785671	-7130.316095496016	-7537.020332247647	-7916.578221186161	-8342.384538024382	-8746.4999801342	-9143.807013462181	-9529.226794134986	-9928.66570247659	-10335.127853575194	-10723.653225883558	-11133.329270626464	-11517.604374083143	-11934.11907928038	-12300.886821645241	-12737.553054507149	-13122.806021262195	-13518.020345824996	-13909.25558650157	-14330.742405902472	-14731.103745549255	-15172.564400723599	-15598.917275148642
0.73	28.178779830011973	-356.2610069317707	-734.8356282485329	-1147.4483969489743	-1549.4200009297567	-1947.56828042453	-2350.1573164456404	-2736.49807871643	-3145.6570461471256	-3551.4408455148146	-3949.7070415166754	-4350.952994652842	-4729.167204664402	-5141.461910367721	-5537.56329438568	-5934.989287551444	-6326.268756229063	-6728.8086283748835	-7131.702781851607	-7530.825180907172	-7943.622974445981	-8327.520611716978	-8738.45889010022	-9146.95362901799	-9527.53998010734	-9919.072488332415	-10322.49366855014	-10729.290640420624	-11121.719132711083	-11513.055945743732	-11926.450189873274	-12313.075035689237	-12724.801807732838	-13123.47025465743	-13512.598410998213	-13932.769715726012	-14322.042344110554	-14722.834965005199	-15178.218753404148	-15599.64652685086
0.72	35.09007569840467	-355.86072380340994	-744.7214279107272	-1138.6391338799012	-1546.4264432711557	-1951.4257302619853	-2349.5502209294427	-2756.932951132296	-3146.8184761130647	-3545.0733655500394	-3934.195707186184	-4354.989011514907	-4741.715272037474	-5131.450460269865	-5544.77929517941	-5940.239292706255	-6347.4584449243575	-6739.615433169943	-7149.418481961306	-7553.5870653460715	-7947.168661854334	-8337.13458808704	-8741.700949264578	-9149.01990752486	-9542.77677760518	-9950.317305904086	-10347.781651924863	-10752.069839427035	-11133.66820622845	-11515.154761260172	-11924.073139039827	-12313.70153362175	-12723.454748589056	-13121.782602104962	-13536.095813729607	-13935.562264720726	-14338.777926647597	-14752.955770147557	-15178.225992800732	-15599.616828799899
0.71	31.28890555514698	-352.86253907409036	-757.3724992296184	-1144.6565708755875	-1546.7664338777265	-1957.473203357333	-2348.6849427324087	-2758.5416189644616	-3145.0609516437557	-3531.126464781152	-3945.193404202443	-4343.983831615365	-4738.801812445975	-5148.777109652279	-5533.937255896782	-5937.859555447163	-6340.537519698572	-6744.866957446052	-7127.780602167933	-7544.887928313681	-7938.544930599284	-8348.304165809232	-8723.407430656967	-9140.014945789399	-9538.119597937528	-9944.314527156954	-10339.845026245517	-10733.216965875246	-11129.33734842708	-11511.875452142898	-11928.430980315323	-12320.248988353269	-12733.706078938589	-13113.600358607597	-13523.86789942012	-13916.595660054449	-14304.188161389928	-14739.761360540964	-15166.690004305123	-15596.164679516574
0.7	30.402046490551527	-345.03457191931795	-752.8761607676831	-1146.218912004672	-1553.8222500703637	-1960.1618004705729	-2353.388202555307	-2751.1912992458974	-3156.5157852843017	-3547.7515121536844	-3967.1677924847804	-4346.934022749873	-4748.4695346352	-5158.275787296453	-5551.9736173120355	-5944.673800188969	-6347.051959655697	-6738.277395471723	-7143.640833597866	-7539.627957756776	-7950.279311392118	-8336.002654910038	-8743.229440024848	-9154.378605794776	-9543.095863494787	-9938.504523194137	-10337.285362465645	-10733.743352062622	-11122.694242318168	-11525.014960045733	-11942.460073225964	-12330.48766007772	-12710.52257943732	-13119.356265361845	-13533.7053636056	-13926.488825359182	-14335.787663164663	-14735.97199585621	-15177.825530926344	-15597.603260580012
0.69	35.56316577578637	-347.075182068662	-755.7711164367587	-1134.0185879571488	-1538.7488528916563	-1955.7349590849449	-2347.6726595894065	-2750.94693189379	-3162.7873765411714	-3540.5472559744444	-3949.3425140698428	-4348.968980438611	-4737.944801180701	-5139.494993288541	-5536.214686734392	-5946.306941315321	-6339.034996925182	-6739.33078741989	-7144.85810527755	-7543.74132517159	-7944.0686127002655	-8335.639752682528	-8748.656094020635	-9136.987580823494	-9530.617640276536	-9933.286003397623	-10333.166986344775	-10730.990784257816	-11109.45430497596	-11531.311640543217	-11921.413600406066	-12333.435586410296	-12715.146356212157	-13117.701375690634	-13522.206383588744	-13931.626894808573	-14335.782544504933	-14748.341047126056	-15182.357481553945	-15598.860738522138
0.68	31.805434876437147	-362.2870813164118	-756.7130545313884	-1153.492231581024	-1543.2418960541493	-1945.655778139678	-2359.999483426833	-2742.0295645600518	-3164.4275128834975	-3550.6218059804896	-3951.407684377295	-4342.656606001401	-4735.099797061983	-5132.377807442292	-5546.642469477487	-5955.444112056048	-6346.092271948288	-6739.829558278739	-7151.772459538625	-7538.2052661922635	-7944.486701576561	-8348.327609665199	-8747.004387661236	-9145.711846600876	-9551.745173993175	-9918.99523828288	-10339.49588778769	-10734.830386182653	-11115.476269712188	-11513.141556952958	-11925.521990544872	-12320.404331943875	-12719.949810987995	-13121.13808879227	-13523.402779974998	-13915.058104182392	-14334.991926810582	-14755.585328099338	-15188.630733887947	-15599.461759790596
0.67	23.287600458201776	-358.7991419417749	-747.323770817457	-1155.8392765535611	-1564.111848547799	-1954.3844707582925	-2350.8806357373664	-2742.2404451145053	-3155.172021235064	-3563.9251126878717	-3963.3241232771625	-4357.997354189128	-4747.247680966526	-5138.16583810819	-5547.246255823924	-5950.141431289576	-6355.3881870933055	-6737.116743653132	-7137.565529868748	-7541.774382094551	-7947.164087336545	-8356.321429776337	-8740.504378775735	-9157.230701783663	-9546.762469472518	-9948.558981783786	-10340.739478409776	-10716.410372539216	-11130.291927184438	-11516.499631870827	-11927.206465945463	-12329.873824918528	-12737.761756594515	-13110.449484078004	-13519.411193262707	-13930.896226957102	-14328.402373428667	-14745.322937836983	-15180.569857193294	-15597.617901929525
0.66	24.80316714519734	-351.2219983577507	-750.9337592168163	-1149.0290780311768	-1562.9308716352489	-1960.955530735972	-2356.6180950341	-2762.0131930369325	-3159.701178273465	-3551.283174837104	-3962.756773424747	-4352.509646102401	-4735.028587117908	-5142.520222531335	-5544.619080963261	-5945.752888644269	-6348.016292220034	-6735.066021899887	-7144.491797197025	-7542.830846490411	-7941.259499982201	-8350.36429308237	-8766.842271718317	-9152.644775166249	-9533.307020360093	-9932.850310148795	-10340.854431703783	-10731.906460860493	-11137.086676086397	-11530.231817369646	-11919.334617812445	-12329.476276272475	-12720.946338023805	-13110.932971832206	-13509.895916909683	-13931.479642860188	-14325.683907242588	-14747.880191510083	-15182.090726874014	-15598.54614748405
0.65	27.331930198180963	-349.83961531338775	-750.9769715045501	-1146.0917965099202	-1548.9129372087855	-1948.2613060454817	-2355.9162779557632	-2749.3787272909453	-3145.619975825794	-3527.7218631182445	-3948.655747775715	-4347.408624814179	-4750.5428349681015	-5150.826008246291	-5552.385976613697	-5938.443137579751	-6334.090673894726	-6748.4877388829655	-7146.839018646454	-7538.452105763803	-7953.437825431631	-8335.635656313412	-8743.852215498537	-9145.907637732376	-9543.94735379707	-9940.980620671893	-10329.99840475801	-10726.745390125656	-11126.986839579833	-11513.621278680077	-11925.267463803457	-12312.662788815247	-12689.835608930345	-13102.858146216855	-13524.552242083426	-13935.906861934736	-14323.689071417044	-14751.173705818923	-15170.77628455108	-15594.452913377327
0.64	26.852941672228603	-350.57017690677003	-752.4448101815082	-1154.349122064568	-1552.397748692518	-1953.584600882294	-2331.731447695109	-2745.8548288241814	-3158.770359035907	-3557.0624375122475	-3955.462969683491	-4340.59846772086	-4757.905710465082	-5148.823501343039	-5552.847541392947	-5948.371152718323	-6338.872506415361	-6741.4861490967305	-7124.880804379366	-7544.277784002401	-7949.446137090163	-8350.685699820551	-8723.016069185984	-9149.042697678942	-9545.100678125027	-9929.920824259498	-10332.159700815479	-10740.53227723487	-11144.47291516971	-11542.870729271977	-11912.858699276472	-12323.762368491569	-12722.31157978221	-13094.019534466664	-13527.646723942686	-13934.126595430525	-14321.879587328453	-14727.053854232694	-15182.887306735465	-15599.2538400061
0.63	29.013301095848934	-358.6506252173788	-750.6697747436131	-1153.6804553977597	-1563.95117862765	-1954.2909287314073	-2345.04391798552	-2756.4687320338753	-3155.1100631053087	-3560.7801127685343	-3947.2817507032332	-4331.784309483049	-4736.327653795557	-5155.8090345857745	-5547.3676484687285	-5946.1348227382	-6344.469216466191	-6741.250173949822	-7152.641494002465	-7537.027489508595	-7948.303123876311	-8338.929807599263	-8745.430577619341	-9146.944951359235	-9540.15017206742	-9942.234660801874	-10318.483489492904	-10710.354397005265	-11129.091958382005	-11523.640461864756	-11920.24527889601	-12312.944588590335	-12701.766595740897	-13110.820828409707	-13505.919949734283	-13932.610716242041	-14327.509136457535	-14745.117775669964	-15183.372318084304	-15595.848340771296
0.62	26.919353167209845	-355.7377354004999	-752.2037056374638	-1152.6551843759992	-1564.341239555344	-1944.0405060785522	-2348.6762742160363	-2762.510362996989	-3147.2413289464535	-3559.609379794895	-3946.691358609597	-4344.124304162132	-4758.31522886135	-5155.794918313909	-5533.5770965521215	-5941.490769185867	-6348.437831701065	-6748.82342671034	-7143.931470382492	-7544.796306200304	-7948.76802333678	-8345.632066579401	-8748.662937481293	-9153.025057599116	-9533.487770782054	-9943.824655950788	-10327.063676659089	-10712.435492577732	-11119.8329779697	-11521.212267070694	-11909.11125502845	-12313.897115196427	-12711.624185107432	-13109.03465772094	-13521.620655380759	-13938.948115208565	-14339.393545994342	-14737.54936382817	-15179.36123715897	-15597.782486067468
0.61	31.56240658965818	-354.0559092226787	-758.1797764032316	-1145.512541115895	-1555.1315096232258	-1964.848747435425	-2355.363426352202	-2751.525593135161	-3142.3009931835304	-3550.4839941932805	-3957.276922123294	-4361.206332474517	-4739.464180544861	-5146.63466426636	-5548.803583258415	-5949.3155395086205	-6345.438266962267	-6735.498012813452	-7144.831960151693	-7538.224221651927	-7933.133574756737	-8339.70745598823	-8744.259252065767	-9153.852829942336	-9547.362725906778	-9936.723751017162	-10337.669395933048	-10730.164725086855	-11133.900661046282	-11530.576539719925	-11913.37390028516	-12306.41730256737	-12712.951706756274	-13097.616458431456	-13508.307027397033	-13921.922307088551	-14326.228864616658	-14746.639695986905	-15172.206359336862	-15597.12994227034
0.6	40.98107685818475	-348.8571212541911	-749.2978263706957	-1150.6710869060917	-1545.8068232264836	-1943.4158347870848	-2347.736028080436	-2744.165756745297	-3142.6985755826086	-3550.0613431326324	-3956.8496331082024	-4350.416139583563	-4747.62932078563	-5150.267026607081	-5540.613468238244	-5945.2292084751925	-6353.632918277065	-6737.3296939176935	-7144.375832825158	-7558.357395858024	-7936.920772267749	-8347.352464506874	-8738.555388480572	-9154.165212133827	-9552.540886318513	-9942.003953707606	-10331.831901601325	-10735.975954721152	-11111.276516337	-11515.746741269686	-11921.783296536338	-12292.995790862635	-12689.78087159074	-13098.476938362786	-13504.607405893292	-13918.187695718809	-14330.150593865783	-14729.575069404467	-15172.557742903458	-15594.01388678086
0.59	25.88972969632686	-356.3997520559245	-737.1829586668734	-1152.9153675738564	-1551.873013620759	-1934.1763359963827	-2349.633449709149	-2758.899223062729	-3153.814868470232	-3547.8258233256306	-3946.1962159985496	-4346.380525745159	-4753.990139560145	-5149.073678095195	-5548.214163261675	-5960.140194448501	-6348.071248539277	-6748.9240459373805	-7147.237744830766	-7543.115831840755	-7935.236057016359	-8350.08024114409	-8748.283663404305	-9146.933330364509	-9544.803639837924	-9945.860156738252	-10333.203618257663	-10724.804538354492	-11125.382288639374	-11520.331960223544	-11909.23943964058	-12307.691191893313	-12715.577610278187	-13099.413945476354	-13514.289125484831	-13936.295361104312	-14335.15874108013	-14755.020517267378	-15180.150476267543	-15597.907826710614
0.58	45.05313209587983	-355.89676650610176	-747.8908377881662	-1155.259355735917	-1542.762666503051	-1936.3986603220226	-2350.4605848947913	-2756.2171033448594	-3150.5199362948656	-3551.440776868606	-3951.1381087370696	-4354.048421435896	-4749.460141604678	-5147.818365993186	-5549.334643384571	-5945.168196161487	-6350.374781577258	-6741.097998237744	-7131.702186797916	-7538.626693325068	-7958.855657974174	-8357.24842973361	-8736.201314665219	-9150.76796407562	-9539.80089779801	-9939.477377461153	-10336.76981983312	-10735.629291560424	-11121.236265763933	-11518.723540592893	-11907.327700877777	-12309.481836313405	-12685.317712400125	-13098.184640444704	-13513.109522214312	-13940.4980982262	-14326.15678427417	-14748.846050886763	-15180.657461787081	-15598.11866579172
