
[SpecTaroscoPy — PES image]
Author	R Nakazawa
Contact	nakazawa@ims.ac.jp
Version	6.5.0
--- Info ---
User	
Load File Path	/Users/ryotaro/Documents/実験データ/SpecTaroscoPy/SpecTaroscoPy/examples/DA30/Si0006.txt
Save File Path	/Users/ryotaro/Documents/実験データ/SpecTaroscoPy/SpecTaroscoPy/examples/DA30/STPy_6_5_0_PESImage/Si0006_EDCs_EF.txt
Total Actual Scans	10
X Label	Binding Energy (eV)
Y Label	$k_{\parallel} \ \mathrm{(\AA^{-1})}$
Z Label	Intensity (cps)
X Min	-0.11
X Max	4.89
X Step	0.01
Ek Offset	0.0
Y Min	-0.626041
Y Max	0.605373
Y Step	0.001774
Ang or Posi Offset	0.0
MCP Function Path	None
--- Axis Conversion ---
Photon Energy	None
Applied Voltage	0.0
kinetic Energy at Fermi Level	16.89
Secondary Electron Cutoff	None
--- EDCs Stacking ---
Y Slice Center	0.576983 0.521978 0.466972 0.411967 0.356961 0.3019555 0.24695 0.191944 0.136939 0.081933 0.026928 -0.028078 -0.083083 -0.138089 -0.193094 -0.2481 -0.303105 -0.358111 -0.4131165 -0.468122 -0.523128 -0.578133
Z Offset EDCs	0.0 -400.0 -800.0 -1200.0 -1600.0 -2000.0 -2400.0 -2800.0 -3200.0 -3600.0 -4000.0 -4400.0 -4800.0 -5200.0 -5600.0 -6000.0 -6400.0 -6800.0 -7200.0 -7600.0 -8000.0 -8400.0
 
DATA:
EF_Si0006_EDCs	Si0006_EDCs_0.577	Si0006_EDCs_0.522	Si0006_EDCs_0.467	Si0006_EDCs_0.412	Si0006_EDCs_0.357	Si0006_EDCs_0.302	Si0006_EDCs_0.247	Si0006_EDCs_0.192	Si0006_EDCs_0.137	Si0006_EDCs_0.082	Si0006_EDCs_0.027	Si0006_EDCs_-0.028	Si0006_EDCs_-0.083	Si0006_EDCs_-0.138	Si0006_EDCs_-0.193	Si0006_EDCs_-0.248	Si0006_EDCs_-0.303	Si0006_EDCs_-0.358	Si0006_EDCs_-0.413	Si0006_EDCs_-0.468	Si0006_EDCs_-0.523	Si0006_EDCs_-0.578
0.35	69.3651033348582	95.53578174995135	84.48001642311132	79.55258415978717	74.30123600272204	74.91873732881294	93.47214608229528	84.4032823357548	92.72606513296445	88.24858169902556	74.90889658388548	76.9616052317165	76.94467927069316	97.14487466990063	122.83755056668399	150.09174934875432	169.4687741520365	201.43866962426668	181.7213447494567	179.4439814252752	96.27686202755505	14.718531321832156
0.34	65.21882485329348	85.53417769520229	103.34724692022466	101.10579499478382	81.86699780714072	94.08256742317492	76.63560160120448	87.496585654789	87.53112051976066	87.4468948589663	87.92408577820314	78.4657433113249	89.8453219161585	108.72507565125375	143.3833977093437	121.00782761436844	192.95245199536694	205.67823488379818	182.36565991777056	159.32683379279854	114.64366808797534	12.306053894743012
0.33	69.9042793089973	76.17962414536449	100.34814098187405	72.60156961846407	71.59218407680586	60.88922743497412	80.01909470658403	75.05817740017692	87.46163997721845	85.80352459827056	79.48199521728408	95.4255848895474	88.65322666356143	97.85203633572358	113.61477421555927	149.60361267664797	193.816929966598	172.57301030555828	159.54721831362357	146.84546921891135	142.08997685901102	19.340274966772697
0.32	46.562181568210335	85.84279601231242	107.66853273454856	91.68725983461707	92.79876518960737	67.32295082349752	102.44015667390728	78.3777955558942	76.12155605043996	77.76236295513613	79.8427980432092	58.64362601546954	89.28413444321082	116.95953030751136	124.18461777224043	157.96513009777	197.31228742218985	201.31860994325618	190.78364168612404	145.5980427008377	126.46619005156248	15.893599769529633
0.31	61.388392309912376	93.93811673765248	109.74395564122422	94.83774129813435	77.60578106051857	57.29507430689689	73.32809952031185	77.82317695508068	76.1810096429468	74.6728440804458	76.4085010867821	67.66264118100126	86.62555787576738	118.27445546026583	97.0088832845931	162.26652661030263	206.6090189968497	208.06823610259343	183.90080242958032	143.95302051447842	109.72497506134773	17.85673733686866
0.3	86.20713504301025	91.6259042971905	82.98883406585526	80.80108323985019	82.31492201205354	90.58103335208808	57.592907353638445	67.91881955239629	70.41003285378436	74.0925327613423	78.24722585889577	79.61883899877714	83.05189544393915	121.29869189796283	117.96377460373442	165.26652201814764	182.3683897182668	213.4996307351187	180.41571577570954	142.1927482980287	109.56363489197811	25.541769953823174
0.29	63.41899724664336	87.84384567943806	83.35181920763833	71.07495527456514	77.80283661790605	54.59259568991434	66.04360724315504	68.5829849557668	81.7339411959815	64.16173374065755	64.50786128869605	72.98073630852224	107.1133650327493	85.58834330703263	116.35150562694551	132.69574365631496	193.62325166530263	210.70174057027455	176.89159884287926	167.81067122725727	98.6391064224937	25.55323792129806
0.28	72.7894361044121	94.21985820085332	90.79019528084537	77.62631529414783	61.368394510495726	59.6652912282167	70.89217346603596	69.78672138601223	66.67589645050981	91.6552906249398	87.00629184321372	63.74900366327519	102.72517691507865	81.84671699347902	113.93366201767002	159.87002790027245	166.43456056354952	191.4372126363522	188.72854936495602	150.2493406081501	106.01074877469682	14.809726404159296
0.27	99.29224839847024	81.28821300204777	82.4965827258792	64.38046149132204	66.1843421202567	59.9345850864924	56.54112867775311	66.566947350287	74.85065448296895	83.2669237104716	74.3666494824529	65.14535917437279	66.13506556338695	69.73746756579743	130.2004861376762	129.88436693377474	181.4978153324206	196.362382997196	162.57277889518232	144.01816052676693	134.3583299605205	23.451394414905568
0.26	52.8916348123813	75.6533231089615	110.9496453035445	67.69514173473952	64.04523164501825	82.31440658789921	59.82544660010206	62.26093411105437	58.97401130359492	63.51588948515004	82.54182004451793	57.60711225976337	75.40256030077511	96.32495513053999	95.62236304181353	119.65395268337262	187.39603929498003	204.31751133708983	189.12053262963676	144.82237291291392	128.61138233750987	12.033718152023651
0.25	47.62646755702629	71.29514291529772	94.43686263916445	69.32976668335344	62.016013013250245	53.83093341621047	67.57224626629841	82.87954502266234	78.5619622082924	62.254347650932345	53.784222918322634	73.42996976131846	73.8213934587728	91.94566338854139	86.19446234104959	147.8915432400022	163.2807406392496	173.82411096433697	166.55414493413855	135.3907827850329	90.05860074302507	20.310083087106694
0.24	69.2454979586362	83.77453975792065	71.9144543104054	80.48002672163236	74.7649242048669	56.28588264311886	66.69237581298137	69.3279359977929	46.88208615820567	67.52773990903944	81.19162002939898	63.498885100283836	70.2653380960503	66.12093074323198	98.12946081943673	143.8464084405766	150.41169971175802	186.31035764939483	158.78784049551737	117.70248726878299	88.19918710381043	24.408323182293348
0.23	57.81904656178837	81.60172320756809	65.33348389935563	82.1179593088628	71.7662415645804	57.042177276276526	70.80730611336531	58.91437709971792	44.83468222782289	61.290009286498716	73.92774473506272	59.15954567661655	66.0022667256426	89.82548418531364	90.71239126228909	126.44246708036778	145.43800602174886	184.87191252423546	181.28854569508533	131.90436564451954	88.5866717583765	17.004458696218226
0.22	52.09780340341248	78.85444742008542	74.02756495744266	59.608309048123566	62.588567642060156	44.005433355045284	51.21730861610264	54.359880550256925	61.50009759854703	69.83139217682479	54.78582298976829	59.54367549624324	64.59232142433326	76.1573840081032	91.28590318105307	145.88590809313015	163.43474794794173	144.98204674331544	162.4507980982561	108.79151531787119	76.11466614716682	11.052248925380287
0.21	65.36899912063403	71.54567341561135	69.26550954745667	75.91991039466122	57.30878100197663	46.45343584827047	46.18677624445884	51.43043604040588	61.16950750760442	53.90409850764948	47.224954398217776	61.04585512770181	79.0338638162879	72.2602448593654	72.96392497882219	116.5952662726361	174.29148893613626	167.62213545701644	131.5389624098514	123.590045412198	93.64598190579662	15.320771449203887
0.2	58.34990436502069	78.34710089662786	56.63857055373205	59.572492225061566	53.369738537950425	55.86940086702684	58.81491726702235	46.42700272909602	59.40109317768229	48.16662035678446	41.60545696955141	52.03238596496929	56.539943832282404	67.43829870640204	70.5562995531039	115.89672443264203	155.01427588621775	133.37636161653782	106.83366702146868	109.44580153396493	65.00929674810583	16.22542845766248
0.19	52.25362472809966	66.6803890296609	74.1459017009939	66.77770369714824	44.84321553189415	47.3181813566898	50.8578346177766	56.18960731371474	59.033857532246486	61.60534061611782	63.11312928130199	47.87368632348613	54.804616427701276	59.462223477568486	82.71738790845365	112.42898764611613	135.42772421330756	145.3871606600893	132.43755260783425	108.61491037828982	70.10138102148034	11.251561293276401
0.18	45.25456094658753	66.54885187458471	49.8742500396347	45.995682446599304	63.72490312303983	31.924744337858076	39.859414500017806	51.023688653010794	59.70273112234562	33.19135379328422	44.14734471646055	57.60712697312182	53.099327920530946	68.03738403281052	78.74206708445514	125.35110726651519	128.1835809183317	158.7347533196447	97.67258027618112	100.40159283289115	65.44597399683495	22.295104709024105
0.17	45.84656640219622	57.736296773374676	65.84002902525847	46.67254385794722	39.52797121122126	29.83098616021696	35.17162433802132	40.9081321593111	43.423604153291954	52.81529394837875	37.58561810949617	43.32099760556466	51.59671449689263	52.67441120150233	67.67187695179393	77.54611766322344	124.60407559971594	125.70139550658537	108.29557163087459	70.09890787126572	50.35907031671688	12.352484907123321
0.16	52.970288326733524	56.694219313097875	58.60123839904418	41.74658499107679	37.039114663117346	38.32083771503994	40.131160807101146	45.88685447258833	46.77087406457834	35.8296275108345	35.63982363732583	44.22996706961836	56.175638231409266	47.365011513570515	48.267998335161515	94.10925865929882	108.40387175563089	137.01996419289782	79.74650869582561	91.817587734494	67.68592695994253	12.992779263141353
0.15	28.008277871587186	43.89461825600106	49.89516914240857	52.44817041864173	24.564453941116852	31.840765641596438	36.26138219821831	36.46895051556614	35.981524894751274	35.55979367877739	33.526923979384556	40.66079790101147	40.57730153878025	58.164454235020344	69.38351568925235	73.22955025676407	84.60287232038719	103.1645461413022	103.34234541760335	67.71649945648743	52.3894933572546	11.238040624967384
0.14	37.673119947555385	31.803221965866946	39.78411617062464	38.24237250996283	31.39787088899713	35.605314928392296	29.671901929532204	29.80059810910065	30.368545088186636	41.24101038272799	29.218102564915494	33.31558333729308	36.559666279466065	47.880239837747936	63.920688267774224	83.32038478739315	108.12379417540073	96.06258948319388	48.40704954202799	61.86012360494831	63.782214824750874	5.64782998747289
0.13	32.10708171669719	37.9940659306203	33.8291048456783	16.386197233569174	28.18361356806725	29.33285248121234	29.076021662144083	31.264293734121832	34.86081000257764	28.85606616236924	35.75851194261999	37.635783784339694	37.24506166339858	46.778611172152566	55.5068755993433	59.47358880561209	93.72545505187323	77.77193799555937	53.84356079828326	55.878328151507276	37.50957065875269	8.683000288656173
0.12	43.33255649271753	29.402746335729685	30.33723057975983	27.11510575331257	34.05887267957913	25.601706730230468	26.8619174807541	24.08315069237987	34.266678249069415	24.29352541603234	27.064524816464584	28.082055972281697	27.650500752566078	35.66057640323437	46.1534283208162	45.77693613504881	63.08535552008088	62.31084574823738	46.29266595758443	46.7967710685478	34.01724592643476	4.293779271382986
0.11	24.86300523927008	21.374742373401165	27.80717028613274	26.4871586321947	20.370607251827124	17.785916459172018	25.60171598994144	19.603604454631412	18.239534000540736	27.951455608001822	31.00205214670642	25.157097608409504	23.789057513162135	28.38909439294801	44.36736747262581	60.04615678633296	71.22292020940316	66.59294231035486	43.640567078521144	42.8010111988794	26.830243819370246	5.9247282788536975
0.1	18.200480784159524	28.83921450079751	34.95069446422189	17.014690960794407	23.1764344535262	19.60130609985301	15.92702642955868	17.005700905944092	25.241444979725472	35.60133517862145	32.30948371408274	16.079092681307607	17.748211871635615	36.08856964024311	29.21328902701452	38.4915117121851	45.299666959349175	50.283585591954775	41.29183669360276	25.267534763378645	27.80364749734862	8.392154088168835
0.09	27.040592539717043	18.990370713228316	24.609979165975606	20.071565629234634	14.269972133883442	26.102667826402588	8.0324637693885	17.140657129061903	23.637275891786413	21.591009978312435	19.377319968262626	18.634829510746982	28.139544678277076	23.586264936444426	22.15146147863716	28.448275640792662	50.455827452669595	42.75943812976728	36.98489232214859	30.007334421598156	29.006079646739668	6.083264000517622
0.08	22.980257345469802	21.614632234300835	14.213958959102696	20.817123514605758	15.002775153291035	15.672308474445504	11.8851282301478	7.319873194709847	6.183228807157097	11.088791181896394	13.923553829537472	23.170233990981842	13.683191813891725	27.024436059260967	40.73104376295414	27.055776299247565	60.26533078895122	29.941037672759453	33.06662325297952	35.8252580128935	20.338669148079628	3.2716680115039627
0.07	19.702598561508722	17.578896152651993	12.486601070885044	17.162574682083225	12.43652212136061	12.236399022402692	6.495237985804506	11.819195385167223	12.773603499983093	12.894065076866841	13.198946346561806	10.789735185602826	11.905570876444802	20.116539536369345	29.171588802953888	28.886253435442867	37.002475532653484	31.112770307426825	20.69092689702085	21.117921352210804	16.739876828894737	3.0064644177775124
0.06	5.627757139594219	16.688061222814675	16.611527383049317	13.959897869548985	14.246034290259693	7.6463963615283435	12.521558327097539	8.239251631748463	12.207062496141113	15.423303026405014	11.211561194755033	7.486086356775124	8.716240612289496	12.005235682165177	21.74653102141459	23.530846336669484	37.929817838148246	32.54885822519344	25.86021146684309	19.49970395815218	11.002865636640173	3.715799918641099
0.05	4.022889920830401	8.383738429979966	25.896162357795152	12.65825031718254	8.410053799262103	9.20819978394085	6.7841993916355845	3.0875840365582774	9.783776464631863	12.657170643314242	9.651759585057055	11.153907443639813	12.621895702479641	7.675516148419737	18.353199593705547	20.185279730139243	25.477933406337467	25.81006047232833	23.369111356734432	18.141756231385337	6.216725698019767	3.515126237656454
0.04	2.870308048085893	6.005913702695491	10.480604101449838	6.116788833818871	11.74376509483835	6.597396470739774	14.922515659643256	7.640006963914429	5.637228602138596	8.885738289641807	16.77794037431299	6.640717358484961	6.959878754970812	13.467026651447936	12.139037464590379	15.722151826591297	28.483417585994314	21.039764207643206	21.70301747594147	9.143990472849966	5.094091066139857	0.547738962958513
0.03	6.270352162228412	5.801653249921272	11.152324582693234	13.111268531314243	4.794869118863984	6.8766549530813545	6.3748514090442345	5.504785713150631	6.745331297106801	7.141207327984237	4.227192066405095	5.283196585914505	3.56536648468433	6.12611386428549	9.649446795896816	13.199400602027353	16.69036144783638	13.986501754595947	15.65384195457139	2.5128129674249986	9.184526637693132	3.92779282198344
0.02	11.549657510771286	13.117736339715881	9.00201475163028	3.6154267607710864	4.782808289573397	2.913341149533874	2.1398332405379823	5.209807211987957	1.2103311736701705	9.268949626862707	3.6759228992296444	3.159427838659318	2.982504066572296	6.830710349286375	8.961573115129967	12.22743253040995	12.554401286658775	18.36189266683293	8.234515921558826	13.688904685854352	3.0203417028013213	2.4345428363524064
0.01	4.26525645013885	4.28545326016684	4.8771435081294365	3.413279455457875	8.156147896780457	6.9580207495338104	2.2051270142685313	2.7000199902313473	4.0838125238541725	7.236549235224773	9.789011581941766	3.967073253508787	2.4604461974434	4.521659045395832	4.033824222349516	16.033618395057736	15.310268440841593	8.478039518648218	4.996545033672739	3.6671058788254305	6.710549132999014	2.9665030008911075
-0.0	1.230017692326929	2.436495078755703	3.437508766097504	-2.0274869949423174e-17	6.487005100131735	4.621704293509465	0.8157498070679933	2.946009126424757	5.615966024237943	1.002644436623037	5.8387768097021	4.370472905900576	7.627030541502638	2.9584893062259194	4.2188720462444955	7.25550440072236	7.152462099756664	8.22777585436848	0.49089976777402566	4.42873914451572	4.454283954455214	0.35801973488744715
-0.01	2.297370466188769	1.8253661136375636	7.069572762160953	3.840405649536186	3.951684320938227	6.569072523222981	4.690080377349915	4.4451354976356265	5.122490331055881	2.466685698826224	3.5012817023896403	1.2616158122833139	6.630985041343337	2.4661594150104293	5.01971937558301	4.870731441007212	8.286105975146395	11.90990888721561	3.355703295172944	1.913589388352909	4.879864246974799	-8.216039781733582e-18
-0.02	2.5736311682005777	3.7085602083196214	1.3410362925148627	3.796298937641385	2.385838642065346	3.8796432937567014	2.0093286915502633	4.333432891390587	0.7527875615177461	1.2176237501170946	8.967846445331162	3.7093190135891336	0.23407320437098067	1.5645438403121457	5.126754605590024	2.4160900859729666	8.98184467648726	3.492781070101918	3.170647950801192	1.653227451855328	-4.332814388984121e-17	0.0
